row_id,sender,time,amount,card_tail,balance,text
24743,10086,2025-09-19T15:19:51.935360+08:00,158.0,2661,,"【话费账单】尊敬的全球通金卡(158****2661)客户，您08月01日-08月31日共消费131.20元。
主要消费项目包括：
-套餐及固定费128.00元；
-套餐外短彩信费0.20元；
-增值业务费3.00元。
查询费用详情，请点击 https://10086.cn/d/iumiYn ，账单页面访问免流量，更多信息可详询10086。【中国移动】"
24801,1069287307540,2025-09-20T09:45:08.859491+08:00,285.0,,33.34,"【腾讯云】尊敬的用户，您（账号ID：285*****，昵称：卡若）的自动续费资源：云服务器CVM（资源ID:ins-ciyv2mxa, 外网IP:42_194_245_239, 内网IP:10_0_1_13, 实例名称:存客宝）将于2025-09-23 10:37:15到期，仅剩3天。资源到期后将在1天后停止服务，逾期仍未续费资源将会被释放，释放后数据不可恢复。当前账户余额33.34元，请保证账户余额充足，以便腾讯云为您的资源进行续费。详情请见邮件和站内信。"
24701,95588,2025-09-20T17:57:24.442923+08:00,404.0,,,"您正在申请激活工商银行手机借记卡（Apple Pay产品），短信验证码：404644,请在收到此信息后5分钟内激活卡片。激活后的Apple Pay产品消费将记入尾号为2606的借记卡。【工商银行】"
24729,10686964614005060059,2025-09-21T05:37:58.607843+08:00,953.0,9532,31.75,【网商银行】泉州市卡若网络技术有限公司，尾号9532账户05:37转入0.08，余额31.75。
24693,1069287307540,2025-09-22T09:45:27.485244+08:00,285.0,,14.97,"【腾讯云】尊敬的用户，您（账号ID：285*****，昵称：卡若）的自动续费资源：云服务器CVM（资源ID:ins-ciyv2mxa, 外网IP:42_194_245_239, 内网IP:10_0_1_13, 实例名称:存客宝）将于2025-09-23 10:37:15到期，仅剩1天。资源到期后将在1天后停止服务，逾期仍未续费资源将会被释放，释放后数据不可恢复。当前账户余额14.97元，请保证账户余额充足，以便腾讯云为您的资源进行续费。详情请见邮件和站内信。"
24773,9555801,2025-09-24T11:08:54.498341+08:00,40.0,0405,64.91,【中信银行】贵公司尾号0405的中信账号于09月24日11:08，行外转账转入存入人民币0.06元，当前余额为人民币64.91元，对方户名：上海汇付支付备付金，对方账户尾号：0099。
24871,10687284070000458630,2025-09-24T14:00:46.202394+08:00,3.0,,,【阿里云】尊敬的hi3*3，截至2025-09-24 14:00:31，您的剩余可用额度为0.17元。根据您以往消费情况预测，剩余可用额度可能不足以支撑您未来15天的消费，为了避免欠费导致产品停止服务，请您及时充值。您可以登录阿里云官网查询账户可用额度信息和延停权益。
24827,10687284070000458630,2025-09-24T17:56:16.086130+08:00,3.0,,,【阿里云】尊敬的hi3*3，截至2025-09-24 17:56:01，您的剩余可用额度为0.13元。根据您以往消费情况预测，剩余可用额度可能不足以支撑您未来7天的消费，为了避免欠费导致产品停止服务，请您及时充值。您可以登录阿里云官网查询账户可用额度信息和延停权益。
24744,106936556101919,2025-09-24T18:40:07.600121+08:00,,,,【厦门医学院附属口腔医院】温馨提醒，尊敬的郑*群，您好！厦门市公立医疗机构门诊预交金正在进行全面清退，您在我院办理的临时就诊卡仍有余额，请关注我院微信服务号线上申请退款或携带就诊卡、身份证等有效证件前往我院任一院区（蔡塘、斗西、集美）收费窗口办理退款。如您已使用或已退款，请忽略此短信。
24829,9555801,2025-09-25T10:01:18.730142+08:00,202.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*2025年08月（电子/纸质）账单已生成，请及时回签，如遇操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
24849,9555801,2025-09-25T11:08:50.652613+08:00,40.0,0405,64.95,【中信银行】贵公司尾号0405的中信账号于09月25日11:08，行外转账转入存入人民币0.04元，当前余额为人民币64.95元，对方户名：上海汇付支付备付金，对方账户尾号：0099。
24810,106939195568,2025-09-25T15:26:48.089537+08:00,9.0,,,【民生银行】您人民币/美元账户信用卡09月账单：人民币应还-2500.00元、最低还款0.00元，本期账单无需还款。本账期无新增交易，您可下载全民生活APP搜“额度管理”查额度。详询客服
24736,10086,2025-09-25T18:16:45.364516+08:00,202.0,,,【积分更名提醒】尊敬的客户，您好！中国移动自2025年9月26日起，原“积分”正式更名为“AI豆”，更名后账户余额以及发放、使用规则保持不变。我们将一如既往为您提供优质服务。感谢您的支持！【中国移动】
24923,9555801,2025-09-30T16:42:32.761306+08:00,40.0,0405,700.0,【中信银行】贵公司尾号0405的中信账号于09月30日16:42，跨行转入存入人民币70000.00元，当前余额为人民币70064.95元，对方户名：叶倩如，对方账户尾号：4879。
24921,9555801,2025-09-30T16:43:47.774005+08:00,40.0,0405,671.0,【中信银行】贵公司尾号0405的中信账号于09月30日16:43，TIPS转账支出人民币2872.52元，当前余额为人民币67192.43元，对方户名：待报解预算收入-TIPS缴税（国地税）专用账户，对方账户尾号：1001。
24902,9555801,2025-09-30T19:17:53.027061+08:00,40.0,0405,606.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:17，二代支付支出人民币6500.00元，当前余额为人民币60692.43元，对方户名：陈家杰，对方账户尾号：7131。
24889,9555801,2025-09-30T19:19:55.998180+08:00,40.0,0405,550.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:19，二代支付支出人民币5600.00元，当前余额为人民币55092.43元，对方户名：陈诗婧，对方账户尾号：7417。
24868,9555801,2025-09-30T19:25:19.026262+08:00,40.0,0405,475.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:25，二代支付支出人民币7563.74元，当前余额为人民币47528.69元，对方户名：王名正，对方账户尾号：1514。
24873,9555801,2025-09-30T19:27:51.101009+08:00,40.0,0405,345.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:27，二代支付支出人民币13000.00元，当前余额为人民币34528.69元，对方户名：厦门好帖云科技有限公司，对方账户尾号：0101。
24890,9555801,2025-09-30T19:32:52.602122+08:00,40.0,0405,323.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:32，二代支付支出人民币2184.26元，当前余额为人民币32344.43元，对方户名：厦门市万科物业服务有限公司鑫塔水尚物业服务中心，对方账户尾号：0401。
24857,9555801,2025-09-30T19:36:27.739902+08:00,40.0,0405,313.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:36，二代支付支出人民币1000.00元，当前余额为人民币31344.43元，对方户名：肖启全，对方账户尾号：9375。
24910,9555801,2025-09-30T19:37:24.999472+08:00,40.0,0405,293.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:37，二代支付支出人民币2000.00元，当前余额为人民币29344.43元，对方户名：苏亚川，对方账户尾号：4908。
24878,9555801,2025-09-30T19:38:00.315086+08:00,40.0,0405,273.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:37，二代支付支出人民币2000.00元，当前余额为人民币27344.43元，对方户名：谢佳蓉，对方账户尾号：6742。
24894,9555801,2025-09-30T19:40:21.944213+08:00,40.0,0405,269.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:40，二代支付支出人民币400.00元，当前余额为人民币26944.43元，对方户名：上海江桅科技有限公司，对方账户尾号：5126。
24911,9555801,2025-09-30T19:46:53.145875+08:00,40.0,0405,119.0,【中信银行】贵公司尾号0405的中信账号于09月30日19:46，二代支付支出人民币15000.00元，当前余额为人民币11944.43元，对方户名：吉咪宇，对方账户尾号：4354。
24854,9555801,2025-10-01T08:32:06.117224+08:00,40.0,0405,118.0,【中信银行】贵公司尾号0405的中信账号于10月01日02:15，银行收费（人民币转账-普通转账）支出人民币54.00元，当前余额为人民币11890.43元。
24909,9555801,2025-10-01T11:04:19.030171+08:00,40.0,0405,118.0,【中信银行】贵公司尾号0405的中信账号于10月01日11:04，行外转账转入存入人民币0.03元，当前余额为人民币11890.46元，对方户名：上海汇付支付备付金，对方账户尾号：0099。
24863,10692366030920,2025-10-03T10:38:02.667754+08:00,285.0,,,"【腾讯云】尊敬的用户（账号ID：285*****，昵称：卡若 ），您好！ 您在腾讯云 2025-09 月度消费的总金额为1,093.03元=现金支付1,093.03元+赠送金支付0.00元+优惠券支付0.00元。注：此通知并非扣费或欠费通知，只作为告知您每个月的消费情况。您可前往微信小程序-腾讯云助手：https://mc.tencent.com/X6KAHlGN ,查看消费详情。"
24872,9555801,2025-10-10T09:23:23.419208+08:00,40.0,0405,889.0,【中信银行】贵公司尾号0405的中信账号于10月10日09:23，二代支付支出人民币3000.00元，当前余额为人民币8890.46元，对方户名：吉咪宇，对方账户尾号：4354。
24950,106835195558,2025-10-10T14:31:11.061529+08:00,202.0,,,【中信银行】尊敬的客户，英国如意签中信银行厦门分行专场将于2025年11月8日（周六）举办，诚邀您来，免去您往返福州的舟车劳顿，地址：中信银行厦门分行私人银行中心。详询出国金融中心05922385026或我行统一客服电话95558，拒收请回复R
24954,106817412025121,2025-10-10T18:19:51.735031+08:00,202.0,,,【阔知网络】尊敬的客户您好，您的2025年09月教育云账单已经生成，请登录到教育云后台查看账单。若账户余额不足需补缴，请勿错过补缴期限，以免影响您网校教育云服务的正常使用
24964,10086,2025-10-12T11:17:58.613110+08:00,100.0,,10.0,【充值提醒】尊敬的全球通客户，您可以通过中国移动手机营业厅 https://dx.10086.cn/A/9BReDw 随时随地查询话费余额。您于10月12日11时17分缴费成功100.00元，当前账户总余额为0.00元，其中通用余额为0.00元，截至当前欠费3.03元，如遇月初下账期，余额变动较快，您也可拨打1008611进行余额查询。若您交清费用后仍无法上网或接打电话，请关开机后再使用。心级服务，期待您的10分满意！【中国移动】
24971,10086,2025-10-12T11:18:53.153538+08:00,100.0,,10.0,【充值提醒】尊敬的全球通客户，您可以通过中国移动手机营业厅 https://dx.10086.cn/A/9BReDw 随时随地查询话费余额。您于10月12日11时18分缴费成功50.00元，当前账户总余额为46.97元，其中通用余额为46.97元，截至当前欠费0.00元，如遇月初下账期，余额变动较快，您也可拨打1008611进行余额查询。若您交清费用后仍无法上网或接打电话，请关开机后再使用。心级服务，期待您的10分满意！【中国移动】
24967,9555801,2025-10-12T13:06:05.230521+08:00,40.0,0405,600.0,【中信银行】贵公司尾号0405的中信账号于10月12日13:06，二代支付支出人民币2890.00元，当前余额为人民币6000.46元，对方户名：吉咪宇，对方账户尾号：4354。
24982,9555801,2025-10-13T22:03:05.556679+08:00,40.0,0405,100.46,【中信银行】贵公司尾号0405的中信账号于10月13日22:03，二代支付支出人民币5900.00元，当前余额为人民币100.46元，对方户名：吉咪宇，对方账户尾号：4354。
25024,10086,2025-10-14T15:38:49.434760+08:00,158.0,2661,,"【话费账单】尊敬的全球通金卡(158****2661)客户，您09月01日-09月30日共消费138.89元。
主要消费项目包括：
-套餐及固定费128.00元；
-增值业务费3.00元；
-其他费用7.89元。
查询费用详情，请点击 https://10086.cn/d/iumiYn ，账单页面访问免流量，更多信息可详询10086。【中国移动】"
24999,9555801,2025-10-14T15:57:57.838673+08:00,40.0,0405,200.0,【中信银行】贵公司尾号0405的中信账号于10月14日15:57，跨行转入存入人民币200000.00元，当前余额为人民币200100.46元，对方户名：林鹏程，对方账户尾号：9318。
25033,9555801,2025-10-14T17:13:45.884863+08:00,40.0,0405,173.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:13，二代支付支出人民币27000.00元，当前余额为人民币173100.46元，对方户名：苏培玉，对方账户尾号：1517。
24995,9555801,2025-10-14T17:24:49.720839+08:00,40.0,0405,169.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:16，二代支付支出人民币3600.00元，当前余额为人民币169500.46元，对方户名：厦门浅端房地产有限公司，对方账户尾号：5395。
25014,9555801,2025-10-14T17:26:30.134808+08:00,40.0,0405,149.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:26，二代支付支出人民币20000.00元，当前余额为人民币149500.46元，对方户名：叶倩如，对方账户尾号：4879。
25035,9555801,2025-10-14T17:39:24.541364+08:00,40.0,0405,136.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:39，二代支付支出人民币13000.00元，当前余额为人民币136500.46元，对方户名：陈家杰，对方账户尾号：7131。
24992,9555801,2025-10-14T17:41:26.088751+08:00,40.0,0405,132.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:41，二代支付支出人民币4000.00元，当前余额为人民币132500.46元，对方户名：苏亚川，对方账户尾号：4908。
25027,9555801,2025-10-14T17:43:04.055613+08:00,40.0,0405,126.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:43，二代支付支出人民币6000.00元，当前余额为人民币126500.46元，对方户名：谢佳蓉，对方账户尾号：6742。
25005,9555801,2025-10-14T17:48:40.295839+08:00,40.0,0405,121.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:48，二代支付支出人民币5400.00元，当前余额为人民币121100.46元，对方户名：叶正全，对方账户尾号：9168。
25034,9555801,2025-10-14T17:56:13.349097+08:00,40.0,0405,101.0,【中信银行】贵公司尾号0405的中信账号于10月14日17:56，二代支付支出人民币20000.00元，当前余额为人民币101100.46元，对方户名：吉咪宇，对方账户尾号：4354。
25004,106907995558,2025-10-14T18:20:31.399051+08:00,40.0,,,【中信银行】尊敬的客户您好，感谢您选择中信银行服务。我行依法维护公民和组织的合法权益，防范银行账户被用于电信网络诈骗等违法活动。现监测到您尾号为0405的单位银行账户存在异常，已对该账户进行支付管控。烦请您携带单位有关证照、本人有效身份证件和近期交易的有关背景资料至我行营业网点办理进一步核实。给您带来的不便，敬请谅解！
24997,9555801,2025-10-15T09:01:32.172932+08:00,2.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*已经超过2个月未进行账务核对。超期未对账，极易埋下风险隐患。为保证贵单位资金安全，请按照银企对账服务协议，及时核对账务、回签账单。如有操作问题，请联系开户行咨询。
25001,9555801,2025-10-15T13:01:23.160127+08:00,202.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*2025年09月（电子/纸质）账单已生成，请及时回签，如遇操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25032,9555801,2025-10-15T20:03:46.784708+08:00,40.0,0405,563.0,【中信银行】贵公司尾号0405的中信账号于10月15日20:03，二代支付支出人民币44800.00元，当前余额为人民币56300.46元，对方户名：尚辉辉，对方账户尾号：9048。
24990,9555801,2025-10-15T20:22:34.585417+08:00,40.0,0405,523.0,【中信银行】贵公司尾号0405的中信账号于10月15日20:22，二代支付支出人民币4000.00元，当前余额为人民币52300.46元，对方户名：王一硕，对方账户尾号：3075。
25013,9555801,2025-10-15T20:26:27.701550+08:00,40.0,0405,503.0,【中信银行】贵公司尾号0405的中信账号于10月15日20:26，二代支付支出人民币2000.00元，当前余额为人民币50300.46元，对方户名：李冰，对方账户尾号：6876。
24998,9555801,2025-10-15T20:35:18.776379+08:00,40.0,0405,473.0,【中信银行】贵公司尾号0405的中信账号于10月15日20:35，二代支付支出人民币2901.00元，当前余额为人民币47399.46元，对方户名：王家垒，对方账户尾号：8377。
25012,9555801,2025-10-15T20:40:52.091877+08:00,40.0,0405,425.0,【中信银行】贵公司尾号0405的中信账号于10月15日20:40，二代支付支出人民币4800.00元，当前余额为人民币42599.46元，对方户名：陈诗婧，对方账户尾号：7417。
24994,9555801,2025-10-15T20:46:00.722359+08:00,40.0,0405,320.0,【中信银行】贵公司尾号0405的中信账号于10月15日20:45，二代支付支出人民币10520.00元，当前余额为人民币32079.46元，对方户名：厦门好帖云科技有限公司，对方账户尾号：0101。
24996,9555801,2025-10-15T20:50:52.750901+08:00,40.0,0405,238.0,【中信银行】贵公司尾号0405的中信账号于10月15日20:50，二代支付支出人民币8207.68元，当前余额为人民币23871.78元，对方户名：王名正，对方账户尾号：1514。
24987,9555801,2025-10-15T22:43:17.915706+08:00,40.0,0405,227.0,【中信银行】贵公司尾号0405的中信账号于10月15日22:43，二代支付支出人民币1129.40元，当前余额为人民币22742.38元，对方户名：肖启全，对方账户尾号：9375。
25036,9555801,2025-10-16T20:22:24.054978+08:00,40.0,0405,222.0,【中信银行】贵公司尾号0405的中信账号于10月16日20:22，跨行转入存入人民币200000.00元，当前余额为人民币222742.38元，对方户名：厦门天职众成科技有限公司，对方账户尾号：4345。
25040,9555801,2025-10-16T20:48:07.689132+08:00,40.0,0405,202.0,【中信银行】贵公司尾号0405的中信账号于10月16日20:48，二代支付支出人民币20000.00元，当前余额为人民币202742.38元，对方户名：叶倩如，对方账户尾号：4879。
25060,9555801,2025-10-19T18:16:05.045498+08:00,40.0,0405,192.0,【中信银行】贵公司尾号0405的中信账号于10月19日18:16，二代支付支出人民币10000.00元，当前余额为人民币192742.38元，对方户名：泉州市卡若网络技术有限公司，对方账户尾号：9532。
25069,9555801,2025-10-19T18:25:41.175160+08:00,40.0,0405,202.0,【中信银行】贵公司尾号0405的中信账号于10月19日18:25，二代支付存入人民币10000.00元，当前余额为人民币202742.38元，对方户名：泉州市卡若网络技术有限公司，对方账户尾号：9532。
25084,9555801,2025-10-20T09:53:00.203442+08:00,40.0,0405,196.0,【中信银行】贵公司尾号0405的中信账号于10月20日09:52，二代支付支出人民币6200.00元，当前余额为人民币196542.38元，对方户名：彭小兰，对方账户尾号：1192。
25081,1068812605931,2025-10-21T08:57:04.684007+08:00,202.0,,,【杭银金融】您于2025-10-21收到备用款邀请，微信或支付宝搜“杭银消费金融”或点 t.51xf.cn/s/ahUF 申请。拒收请回复R
25071,9555801,2025-10-21T09:32:41.067519+08:00,40.0,0405,194.0,【中信银行】贵公司尾号0405的中信账号于10月21日09:32，二代支付支出人民币2000.00元，当前余额为人民币194542.38元，对方户名：陈雪蓉，对方账户尾号：4404。
25095,9555801,2025-10-21T09:35:12.181020+08:00,40.0,0405,194.0,【中信银行】贵公司尾号0405的中信账号于10月21日09:35，二代支付支出人民币500.00元，当前余额为人民币194042.38元，对方户名：方滢铭，对方账户尾号：0257。
25066,9555801,2025-10-21T09:35:41.515118+08:00,40.0,0405,193.0,【中信银行】贵公司尾号0405的中信账号于10月21日09:35，二代支付支出人民币500.00元，当前余额为人民币193542.38元，对方户名：林韧乔，对方账户尾号：3077。
25062,9555801,2025-10-21T18:32:21.001199+08:00,40.0,0405,171.0,【中信银行】贵公司尾号0405的中信账号于10月21日18:32，二代支付支出人民币22000.00元，当前余额为人民币171542.38元，对方户名：郭福眼，对方账户尾号：4421。
25092,9555801,2025-10-21T18:37:23.842105+08:00,40.0,0405,171.0,【中信银行】贵公司尾号0405的中信账号于10月21日18:37，二代支付支出人民币500.00元，当前余额为人民币171042.38元，对方户名：宋晴晴，对方账户尾号：2244。
25065,95568,2025-10-22T08:00:40.741188+08:00,153.0,1538,,【民生银行】尊敬的客户：您尾号1538的对公账户已连续12个月无交易，根据监管政策要求，该账户已转为久悬户，如贵单位仍需继续使用该账户，请咨询开户网点办理久悬户转正常手续。
25061,9555801,2025-10-22T08:55:39.658390+08:00,40.0,0405,170.0,【中信银行】贵公司尾号0405的中信账号于10月22日08:55，二代支付支出人民币100.00元，当前余额为人民币170942.38元，对方户名：厦门市思明区佳乐多便利店，对方账户尾号：4312。
25097,9555801,2025-10-22T22:31:22.514717+08:00,40.0,0405,169.0,【中信银行】贵公司尾号0405的中信账号于10月22日22:31，二代支付支出人民币1500.00元，当前余额为人民币169442.38元，对方户名：陈亚敏，对方账户尾号：0510。
25100,9555801,2025-10-22T22:34:08.242550+08:00,40.0,0405,167.0,【中信银行】贵公司尾号0405的中信账号于10月22日22:34，二代支付支出人民币2000.00元，当前余额为人民币167442.38元，对方户名：张冬冬，对方账户尾号：3776。
25110,9555801,2025-10-23T10:35:32.029959+08:00,40.0,0405,166.0,【中信银行】贵公司尾号0405的中信账号于10月23日10:35，二代支付支出人民币487.00元，当前余额为人民币166955.38元，对方户名：厦门市思明区人民法院，对方账户尾号：4381。
25105,9555801,2025-10-23T20:35:15.422429+08:00,40.0,0405,163.0,【中信银行】贵公司尾号0405的中信账号于10月23日20:35，二代支付支出人民币3857.00元，当前余额为人民币163098.38元，对方户名：陈家杰，对方账户尾号：1337。
25118,9555801,2025-10-25T09:01:37.910263+08:00,2.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*已经超过2个月未进行账务核对。超期未对账，极易埋下风险隐患。为保证贵单位资金安全，请按照银企对账服务协议，及时核对账务、回签账单。如有操作问题，请联系开户行咨询。
25122,9555801,2025-10-25T10:01:41.480388+08:00,202.0,,,【中信银行】尊敬的客户您好！贵单位*归喜数字*2025年09月（电子/纸质）账单已生成，请及时回签，如遇操作问题，请联系开户行咨询。如已回签，请忽略此条短信。
25121,9555801,2025-10-25T10:12:12.215026+08:00,40.0,0405,162.0,【中信银行】贵公司尾号0405的中信账号于10月25日10:12，二代支付支出人民币600.00元，当前余额为人民币162498.38元，对方户名：曹文楚，对方账户尾号：5975。
25119,1069066195568,2025-10-25T13:54:05.821998+08:00,10.0,,,【民生银行】您人民币/美元账户信用卡10月账单：人民币应还-2500.00元、最低还款0.00元，本期账单无需还款。本账期无新增交易，您可下载全民生活APP搜“额度管理”查额度。详询客服
25143,9555801,2025-10-26T15:18:18.050321+08:00,40.0,0405,159.0,【中信银行】贵公司尾号0405的中信账号于10月26日15:18，二代支付支出人民币2931.02元，当前余额为人民币159567.36元，对方户名：吉咪宇，对方账户尾号：4354。
25137,9555801,2025-10-27T09:26:01.509201+08:00,40.0,0405,139.0,【中信银行】贵公司尾号0405的中信账号于10月27日09:25，二代支付支出人民币20000.00元，当前余额为人民币139567.36元，对方户名：厦门存客宝科技有限公司，对方账户尾号：2292。
25128,9555801,2025-10-27T13:46:07.941245+08:00,40.0,0405,136.0,【中信银行】贵公司尾号0405的中信账号于10月27日13:46，TIPS转账支出人民币2872.52元，当前余额为人民币136694.84元，对方户名：待报解预算收入-TIPS缴税（国地税）专用账户，对方账户尾号：1001。
25124,9555801,2025-10-27T13:46:40.096415+08:00,40.0,0405,135.0,【中信银行】贵公司尾号0405的中信账号于10月27日13:46，TIPS转账支出人民币1436.26元，当前余额为人民币135258.58元，对方户名：待报解预算收入-TIPS缴税（国地税）专用账户，对方账户尾号：1001。
25144,9555801,2025-10-27T16:40:55.276904+08:00,40.0,0405,132.0,【中信银行】贵公司尾号0405的中信账号于10月27日16:40，二代支付支出人民币2520.00元，当前余额为人民币132738.58元，对方户名：厦门铸远税务师事务所有限公司，对方账户尾号：8248。
25129,9555801,2025-10-27T16:42:42.482165+08:00,40.0,0405,107.0,【中信银行】贵公司尾号0405的中信账号于10月27日16:42，二代支付支出人民币25000.00元，当前余额为人民币107738.58元，对方户名：厦门存客宝科技有限公司，对方账户尾号：2292。
